##############################################################################
# Ransomware Tracker CSV Feed                                                #
# Generated on 2016-06-30 15:22:58 UTC                                       #
#                                                                            #
# For questions please refer to:                                             #
# https://ransomwaretracker.abuse.ch/feeds/                                  #
##############################################################################
#
# Firstseen (UTC),Threat,Malware,Host,URL,Status,Registrar,IP address(es),ASN(s),Country
"2016-04-29 04:28:08","C2","TeslaCrypt","gmtuae.com","http://gmtuae.com/phpinc.php","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","182.50.158.108","26496","SG"
"2016-04-28 21:44:25","C2","Locky","91.234.32.19","http://91.234.32.19/userinfo.php","offline","","91.234.32.19","56485","UA"
"2016-04-28 20:51:37","C2","TeslaCrypt","faenzabike.makkie.com","http://faenzabike.makkie.com/tmp/yoo_master2_j32/warp/systems/joomla/config/layouts/fields/_ini.php","offline","DNC HOLDINGS, INC.","213.26.174.81","3269","IT"
"2016-04-28 18:00:40","C2","Locky","51.254.240.60","http://51.254.240.60/userinfo.php","offline","","51.254.240.60","16276","FR"
"2016-04-28 16:51:07","C2","Locky","axnemuevqnstqyflb.work","http://axnemuevqnstqyflb.work/userinfo.php","offline","Regtime","31.148.99.188","48666","CZ"
"2016-04-28 15:10:06","C2","Locky","83.217.26.168","http://83.217.26.168/userinfo.php","offline","","83.217.26.168","200161","RU"
"2016-04-28 12:38:54","C2","TeslaCrypt","bestinghana.com","http://bestinghana.com/wp-content/plugins/_ini.php","offline","GODADDY.COM, LLC","184.168.51.1","26496","US"
"2016-04-28 12:03:36","Distribution Site","Locky","minisupergame.ru","http://minisupergame.ru/a9osfg","offline","REGRU-RU","","24940",""
"2016-04-28 12:03:25","Distribution Site","Locky","cafe-vintage68.ru","http://cafe-vintage68.ru/asad2fl","offline","R01-RU","92.53.118.53","9123","RU"
"2016-04-28 12:03:13","Distribution Site","Locky","switchright.com","http://switchright.com/2yshda","offline","123-REG LIMITED","80.160.49.212","36444|3292","DK"
"2016-04-28 12:02:17","Distribution Site","Locky","3dphoto-rotate.ru","http://3dphoto-rotate.ru/h4ydjs","offline","AGAVA-RU","81.177.141.211","8342","RU"
"2016-04-28 12:02:02","Distribution Site","Locky","banketcentr.ru","http://banketcentr.ru/v8usja","offline","R01-RU","81.177.141.15","8342|8342","RU"
"2016-04-28 12:01:49","Distribution Site","Locky","tribalsnedkeren.dk","http://tribalsnedkeren.dk/n4jca","offline","","92.61.149.78","29671","EU"
"2016-04-28 12:01:33","Distribution Site","Locky","rabitaforex.com","http://rabitaforex.com/pw3ksl","online","GODADDY.COM, LLC","213.128.84.116","197328","TR"
"2016-04-28 06:10:44","C2","TeslaCrypt","coolcases.info","http://coolcases.info/wp-content/plugins/phpinc.php","offline","Wild West Domains, LLC","72.167.232.144","26496","US"
"2016-04-28 05:00:23","C2","Locky","htankds.info","http://htankds.info/userinfo.php","offline","Regtime Ltd.","91.219.31.18","199427","UA"
"2016-04-27 20:19:50","C2","Locky","107.170.20.33","http://107.170.20.33/userinfo.php","offline","","107.170.20.33","62567","US"
"2016-04-27 16:51:18","C2","TeslaCrypt","runescape-autominer.info","http://runescape-autominer.info/phpinc.php","offline","eNom, Inc.","192.185.46.61","20013","US"
"2016-04-27 15:42:18","C2","TeslaCrypt","www.teacherassist.info","http://www.teacherassist.info/_ini.php","offline","NameWeb BVBA","94.124.120.61","25459","NL"
"2016-04-27 12:48:56","Distribution Site","Locky","warcraft-lich-king.ru","http://warcraft-lich-king.ru/i4ospd","offline","REGRU-RU","87.236.19.13","198610","RU"
"2016-04-27 12:48:37","Distribution Site","Locky","soccerinsider.net","http://soccerinsider.net/mys3ks","offline","TLD REGISTRAR SOLUTIONS LTD","139.162.17.49","63949","SG"
"2016-04-27 12:47:58","Distribution Site","Locky","pediatriayvacunas.com","http://pediatriayvacunas.com/q0wps","offline","DOMAIN.COM, LLC","148.163.122.3","53755","US"
"2016-04-27 12:47:41","Distribution Site","Locky","onlinecrockpotrecipes.com","http://onlinecrockpotrecipes.com/k2tspa","offline","GODADDY.COM, LLC","","46606",""
"2016-04-27 12:46:53","Distribution Site","Locky","lbbc.pt","http://lbbc.pt/n8wisd","offline","","130.185.84.57","24768","PT"
"2016-04-27 12:46:38","Distribution Site","Locky","jurang.tk","http://jurang.tk/n2ysk","offline","Freedom Registry, Inc.","","33387",""
"2016-04-27 12:46:03","Distribution Site","Locky","directenergy.tv","http://directenergy.tv/l2isd","offline","NAME.COM, INC.","67.225.176.90","0|36351|32244","US"
"2016-04-27 12:45:17","Distribution Site","Locky","adamauto.nl","http://adamauto.nl/gdh46ss","offline","TransIP BV","5.61.252.121","12859","NL"
"2016-04-27 12:44:53","Distribution Site","Locky","aaacollectionsjewelry.com","http://aaacollectionsjewelry.com/ur8fgs","offline","ENOM, INC.","50.6.80.160","32392","US"
"2016-04-27 10:13:47","C2","PayCrypt","parasolesdecolombia.com","http://parasolesdecolombia.com/parasoles/modules/mod_finder/tmpl/pass/","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","198.1.80.79","46606","US"
"2016-04-26 18:06:57","C2","TeslaCrypt","kortingcodes.be","http://kortingcodes.be/phpinc.php","offline","AXC","108.167.181.253","20013","US"
"2016-04-26 06:08:25","C2","TeslaCrypt","custommerchandisingservices.com","http://custommerchandisingservices.com/wp-content/plugins/phpinc.php","offline","TUCOWS DOMAINS INC.","45.79.161.27","63949","US"
"2016-04-23 21:18:26","C2","TeslaCrypt","bonjourtablier.com","http://bonjourtablier.com/wp-content/uploads/eac.php","offline","1&1 INTERNET SE","212.227.247.229","8560","DE"
"2016-04-23 01:18:14","C2","TeslaCrypt","blackroom.club","http://blackroom.club/mzpfile.php","offline","OnlineNIC, Inc. d/b/a China-channel.com","81.177.135.232","8342","RU"
"2016-04-21 22:35:37","C2","TeslaCrypt","blessingshealthuk.com","http://blessingshealthuk.com/mzpfile.php","offline","GODADDY.COM, LLC","107.180.50.165","26496","US"
"2016-04-21 22:35:37","C2","TeslaCrypt","artsabc.com","http://artsabc.com/wp-content/themes/twentyfourteen/mzpfile.php","offline","NAME.COM, INC.","204.12.208.74","32097","US"
"2016-04-21 15:47:13","Distribution Site","TeslaCrypt","yomanarmycc.asia","http://yomanarmycc.asia/80.exe","offline","PDR Ltd. d/b/a PublicDomainRegistry.com R28-ASIA (303)","","",""
"2016-04-21 06:04:44","Distribution Site","Locky","gogocalldrivers.com","http://gogocalldrivers.com/267h67c5e","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","192.185.190.71","20013","US"
"2016-04-20 20:24:35","C2","TeslaCrypt","anybug.net","http://anybug.net/wp-content/uploads/mzpfile.php","offline","OVH","78.217.205.113","12322","FR"
"2016-04-20 16:12:49","Distribution Site","Locky","hstfood.com","http://hstfood.com/267h67c5e","offline","REALTIME REGISTER BV","176.9.121.221","24940","DE"
"2016-04-20 16:12:29","Distribution Site","Locky","crackersinchennai.com","http://crackersinchennai.com/267h67c5e","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","209.99.40.222","20013|40034|40034","US"
"2016-04-20 16:12:02","Distribution Site","Locky","pinakfoods.com","http://pinakfoods.com/267h67c5e","offline","GODADDY.COM, LLC","160.153.35.5","26496","US"
"2016-04-20 13:04:07","Distribution Site","Locky","vegaindia.com","http://vegaindia.com/267h67c5e","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","100.42.52.96","36351|38224","US"
"2016-04-20 13:03:19","Distribution Site","Locky","sapionusa.com","http://sapionusa.com/267h67c5e","offline","LAUNCHPAD.COM, INC.","198.57.241.248","46606","US"
"2016-04-20 07:23:55","Payment Site","TeslaCrypt","wor4d.slewirk.at","http://wor4d.slewirk.at/","offline","","","701|12271|11426|11351|701|701|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|33894|49223|49223|49223|34056|34",""
"2016-04-20 07:14:14","Payment Site","TeslaCrypt","kbv5s.kylepasse.at","http://kbv5s.kylepasse.at/","offline","","","701|11426|701|31272|31272|31272|31272|31272|31272|31272|33894|49223|49223|34056|34056|34056|35816|35816|35816|47165|12872|12872|12872|12872|12872",""
"2016-04-20 07:10:26","Payment Site","TeslaCrypt","k47d3.proporr.com","http://k47d3.proporr.com/","offline","KEY-SYSTEMS GMBH","","264651|23520|44217",""
"2016-04-20 06:42:02","C2","TeslaCrypt","alushtadom.com","http://alushtadom.com/mzfile.php","offline","ONLINENIC, INC.","81.177.140.186","8342","RU"
"2016-04-20 05:26:17","Distribution Site","TeslaCrypt","thereissomegoodqq.com","http://thereissomegoodqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3786|16509",""
"2016-04-20 05:25:58","Distribution Site","TeslaCrypt","thereissomegoodqq.com","http://thereissomegoodqq.com/21.exe","offline","KEY-SYSTEMS GMBH","","3786|16509",""
"2016-04-19 15:29:30","C2","Locky","blxbymhjva.info","http://blxbymhjva.info/submit.php","offline","Dynadot, LLC","69.195.129.70","19969","US"
"2016-04-19 07:49:02","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.torclassik.li","http://3qbyaoohkcqkzrz6.torclassik.li/","offline","","","59711|47196|50245",""
"2016-04-19 04:25:01","C2","Locky","ahsqbeospcdrngfv.info","http://ahsqbeospcdrngfv.info/submit.php","offline","101domain, Inc","195.22.28.198","8426","PT"
"2016-04-19 04:24:17","C2","Locky","cxlgwofgrjfoaa.info","http://cxlgwofgrjfoaa.info/submit.php","offline","101domain, Inc","195.22.28.197","8426","PT"
"2016-04-18 10:00:52","C2","Locky","91.234.35.243","http://91.234.35.243/submit.php","offline","","91.234.35.243","56485","UA"
"2016-04-18 05:26:39","C2","TeslaCrypt","4turka.com","http://4turka.com/images/mzfile.php","offline","FBS INC.","185.12.108.138","62054","TR"
"2016-04-17 15:06:58","C2","Locky","185.14.28.30","http://185.14.28.30/main.php","offline","","185.14.28.30","50673","NL"
"2016-04-17 06:49:43","C2","Locky","91.230.211.103","http://91.230.211.103/submit.php","offline","","91.230.211.103","57129","RU"
"2016-04-17 06:49:43","C2","Locky","31.184.196.74","http://31.184.196.74/submit.php","offline","","31.184.196.74","44050","RU"
"2016-04-17 05:07:40","C2","Locky","91.219.29.81","http://91.219.29.81/submit.php","offline","","91.219.29.81","3254","UA"
"2016-04-16 16:42:10","C2","Locky","jghbktqepe.pw","http://jghbktqepe.pw/submit.php","offline","101Domain, Inc.","195.22.28.198","8426","PT"
"2016-04-16 14:31:25","C2","PayCrypt","jfheubdh.cc","http://jfheubdh.cc/system/logs/logs006vgl/stat/index.php","offline","KEY-SYSTEMS GMBH","85.25.194.97","8972|8972","DE"
"2016-04-16 14:31:25","C2","PayCrypt","jfheubdh.cc","http://jfheubdh.cc/system/logs/logs006vgl/pass/index.php","offline","KEY-SYSTEMS GMBH","85.25.194.97","8972|8972","DE"
"2016-04-15 18:53:50","C2","TeslaCrypt","lorangeriedelareine.fr","http://lorangeriedelareine.fr/sys_init.php","offline","ONLINE SAS","62.210.116.247","12876","FR"
"2016-04-15 10:39:46","C2","Locky","uhhvhjqowpgopq.xyz","http://uhhvhjqowpgopq.xyz/submit.php","offline","","208.100.26.234","32748","US"
"2016-04-15 10:39:46","C2","Locky","gfcuxnaek.ru","http://gfcuxnaek.ru/submit.php","offline","101DOMAIN-RU","195.22.28.199","8426","PT"
"2016-04-14 13:19:59","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.tordonator.li","http://3qbyaoohkcqkzrz6.tordonator.li/","offline","","","35415|29182",""
"2016-04-14 10:56:47","C2","Locky","ampjsppmftmfdblpt.info","http://ampjsppmftmfdblpt.info/submit.php","offline","101domain, Inc","195.22.28.199","8426","PT"
"2016-04-14 10:21:44","Payment Site","TorrentLocker","stgg5jv6mqiibmax.torcreator.li","http://stgg5jv6mqiibmax.torcreator.li/","offline","","","47196|40824",""
"2016-04-14 02:22:28","C2","Locky","207.244.97.230","http://207.244.97.230/submit.php","offline","","207.244.97.230","30633","US"
"2016-04-13 19:46:54","C2","Locky","46.165.253.93","http://46.165.253.93/submit.php","offline","","46.165.253.93","28753","DE"
"2016-04-13 17:05:18","C2","TeslaCrypt","thinktrimbebeautiful.com.au","http://thinktrimbebeautiful.com.au/sys_init.php","offline","Web Address Registration","182.50.149.1","26496","SG"
"2016-04-13 16:05:50","C2","TeslaCrypt","baby.teasso.com","http://baby.teasso.com/strfile.php","offline","LIQUIDNET LTD.","162.210.102.32","32748","US"
"2016-04-13 12:44:37","C2","TorrentLocker","dirtyslim.org","https://dirtyslim.org/","offline","Registrar of Domain Names REG.RU LLC","","15085",""
"2016-04-13 07:52:02","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.torreactor.li","https://3qbyaoohkcqkzrz6.torreactor.li/","offline","","","62160|50245",""
"2016-04-13 06:02:38","C2","TorrentLocker","bigdoggi.biz","https://bigdoggi.biz/","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","","15085|1101|44066",""
"2016-04-12 16:17:54","C2","TeslaCrypt","helcel.com","http://helcel.com/sys_init.php","offline","TUCOWS DOMAINS INC.","72.41.18.2","32392","US"
"2016-04-12 11:48:52","Distribution Site","TeslaCrypt","greetingsyoungqq.com","http://greetingsyoungqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","3786|57844|16509",""
"2016-04-12 11:48:45","Distribution Site","TeslaCrypt","greetingsyoungqq.com","http://greetingsyoungqq.com/80.exe ","offline","KEY-SYSTEMS GMBH","","3786|57844|16509",""
"2016-04-12 11:48:39","Distribution Site","TeslaCrypt","greetingsyoungqq.com","http://greetingsyoungqq.com/70.exe ","offline","KEY-SYSTEMS GMBH","","3786|57844|16509",""
"2016-04-12 11:48:36","Distribution Site","TeslaCrypt","greetingsyoungqq.com","http://greetingsyoungqq.com/69.exe ","offline","KEY-SYSTEMS GMBH","","3786|57844|16509",""
"2016-04-12 05:24:41","C2","TeslaCrypt","loseweightwithmysite.com","http://loseweightwithmysite.com/sys_info.php","offline","FASTDOMAIN, INC.","74.220.207.112","46606","US"
"2016-04-12 05:17:46","C2","Locky","nhhyxorxbxarxe.org","http://nhhyxorxbxarxe.org/submit.php","offline","101domain, Inc.","195.22.28.196","8426","PT"
"2016-04-11 21:08:53","C2","Locky","gsebqsi.ru","http://gsebqsi.ru/submit.php","offline","101DOMAIN-RU","195.22.28.198","8426","PT"
"2016-04-11 16:33:50","C2","TeslaCrypt","onguso.com","http://onguso.com/inifile.php","offline","ENOM, INC.","72.41.18.2","32392","US"
"2016-04-11 12:39:17","C2","PayCrypt","www.hiverhoney.com","http://www.hiverhoney.com/vqmod/xml/pass/","offline","GODADDY.COM, LLC","162.253.144.139","36351","US"
"2016-04-11 12:36:46","C2","Locky","ywjgjvpuyitnbiw.info","http://ywjgjvpuyitnbiw.info/submit.php","offline","101domain, Inc","195.22.28.198","8426","PT"
"2016-04-11 10:47:03","C2","Locky","omeaswslhgdw.xyz","http://omeaswslhgdw.xyz/submit.php","offline","","208.100.26.234","32748","US"
"2016-04-11 10:47:03","C2","Locky","kcdfajaxngiff.info","http://kcdfajaxngiff.info/submit.php","offline","101domain, Inc","195.22.28.199","8426","PT"
"2016-04-11 06:34:34","C2","Locky","91.219.31.15","http://91.219.31.15/submit.php","offline","","91.219.31.15","199427","UA"
"2016-04-11 05:21:36","C2","TeslaCrypt","silocot.com","http://silocot.com/inifile.php","offline","NAMESILO, LLC","62.210.88.33","12876","FR"
"2016-04-10 06:28:02","C2","TeslaCrypt","gooseart.com","http://gooseart.com/inifile.php","offline","CSL COMPUTER SERVICE LANGENBACH GMBH D/B/A JOKER.COM","195.128.174.143","31027","DK"
"2016-04-09 17:36:34","C2","Locky","88.214.237.57","http://88.214.237.57/submit.php","offline","","88.214.237.57","46636","RU"
"2016-04-09 15:26:12","C2","Locky","91.219.28.44","http://91.219.28.44/submit.php","offline","","91.219.28.44","196682","NL"
"2016-04-09 11:22:08","Payment Site","TeslaCrypt","k3cxd.pileanoted.com","http://k3cxd.pileanoted.com/","offline","KEY-SYSTEMS GMBH","","23520|6327|50908",""
"2016-04-09 11:19:47","Payment Site","TeslaCrypt","ibf4d.ukegaub.at","http://ibf4d.ukegaub.at/","offline","","","701|11426|701|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|49223|34056|34056|34056|35816|35816|35816|35816|35816|35816|35816|35816",""
"2016-04-09 08:40:38","C2","TorrentLocker","kinomix.org","https://kinomix.org/","offline","Registrar of Domain Names REG.RU LLC","","",""
"2016-04-09 08:19:22","C2","TorrentLocker","verekt.biz","https://verekt.biz/","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","192.42.116.41","1101|12876|35662|14618","NL"
"2016-04-09 08:11:04","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.tormain.li","http://3qbyaoohkcqkzrz6.tormain.li/","offline","","","40824|29182",""
"2016-04-08 17:14:22","C2","TeslaCrypt","bluedreambd.com","http://bluedreambd.com/inifile.php","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","192.185.174.198","20013","US"
"2016-04-08 13:31:09","C2","TeslaCrypt","colinmccarthynfl.com","http://colinmccarthynfl.com/strfile.php","offline","GODADDY.COM, LLC","50.62.250.1","26496","US"
"2016-04-08 13:27:04","C2","Locky","193.9.28.49","http://193.9.28.49/submit.php","offline","","193.9.28.49","29802","US"
"2016-04-07 20:42:13","C2","Locky","37.139.2.214","http://37.139.2.214/submit.php","offline","","37.139.2.214","200130","NL"
"2016-04-07 13:49:55","C2","TorrentLocker","feellgood.org","https://feellgood.org/","offline","Registrar of Domain Names REG.RU LLC","","49335|52000",""
"2016-04-07 13:20:15","Payment Site","TeslaCrypt","o4dm3.leaama.at","http://o4dm3.leaama.at/","offline","","","701|11426|701|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|33894|49223|34056|34056|34056|35816|35816|35816|35816|35816|35816",""
"2016-04-07 10:29:48","Payment Site","TeslaCrypt","as3ws.fopyirr.com","http://as3ws.fopyirr.com","offline","KEY-SYSTEMS GMBH","","23520|6327|50908",""
"2016-04-07 06:49:38","C2","TeslaCrypt","naomihawkins.com","http://naomihawkins.com/strfile.php","offline","GODADDY.COM, LLC","50.63.97.1","26496","US"
"2016-04-07 06:49:38","C2","TeslaCrypt","getdiscounts.org","http://getdiscounts.org/strfile.php","offline","GoDaddy.com, LLC","205.144.171.76","7296","US"
"2016-04-07 06:49:38","C2","TeslaCrypt","43nutrientes.com","http://43nutrientes.com/strfile.php","offline","GODADDY.COM, LLC","50.87.149.41","46606","US"
"2016-04-06 16:54:26","C2","TeslaCrypt","traditions-and-custom.com","http://traditions-and-custom.com/strfile.php","offline","GODADDY.COM, LLC","72.41.18.212","32392","US"
"2016-04-06 10:01:58","C2","TeslaCrypt","closerdaybyday.info","http://closerdaybyday.info/wp-content/plugins/google-analytics-for-wordpress/vendor/composer/installers/tests/Composer/Installers/Test/binfile.php","offline","eNom, Inc.","192.185.151.39","20013","US"
"2016-04-06 06:44:11","Distribution Site","TeslaCrypt","marvellrulesqq.com","http://marvellrulesqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","53755|3786|57844|16509",""
"2016-04-06 06:39:02","Distribution Site","TeslaCrypt","marvellrulescc.asia","http://marvellrulescc.asia/80.exe","offline","PDR Ltd. d/b/a PublicDomainRegistry.com R28-ASIA (303)","","6789|8427|47241|13188|15895|45025|45025|41911|56600|21219|39608|15895|49889|48330|13188|13188|48330|49984|39399|49223|39728|25141|8788",""
"2016-04-06 06:38:52","Distribution Site","TeslaCrypt","marvellrulesqq.com","http://marvellrulesqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","53755|3786|57844|16509",""
"2016-04-05 16:00:07","C2","TeslaCrypt","coldheartedny.com","http://coldheartedny.com/wp-content/plugins/wordpress-mobile-pack/libs/htmlpurifier-4.6.0/library/HTMLPurifier/DefinitionCache/Serializer/URI/binfile.php","offline","GODADDY.COM, LLC","107.180.26.75","26496","US"
